SectorID,Start,End,Duration
FL108,2019-24,2019-34,11
FL108,2019-36,2020-26,43
FL108,2020-28,2021-13,38
FL11,2018-4,2018-8,5
FL11,2018-18,2018-26,9
FL11,2018-38,2018-41,4
FL11,2019-15,2019-30,16
FL11,2019-41,2019-44,4
FL11,2019-46,2019-49,4
FL11,2020-21,2020-38,18
FL11,2020-49,2021-3,7
FL11,2021-9,2021-13,5
FL110,2019-25,2019-28,4
FL110,2019-43,2019-46,4
FL110,2019-48,2020-5,10
FL110,2020-11,2020-20,10
FL110,2020-22,2020-29,8
FL110,2020-46,2020-49,4
FL110,2021-3,2021-6,4
FL110,2021-10,2021-13,4
FL111,2018-15,2018-21,7
FL111,2019-31,2019-34,4
FL111,2019-36,2019-39,4
FL111,2019-41,2019-46,6
FL111,2020-31,2021-13,35
FL112,2019-20,2019-24,5
FL112,2019-38,2019-49,12
FL112,2020-1,2020-8,8
FL112,2020-10,2020-13,4
FL112,2020-19,2020-25,7
FL112,2020-27,2020-32,6
FL112,2020-34,2020-51,18
FL112,2021-1,2021-13,13
FL113,2018-5,2018-8,4
FL113,2018-43,2018-47,5
FL113,2019-16,2019-19,4
FL113,2019-21,2019-24,4
FL113,2019-26,2019-33,8
FL113,2019-43,2019-50,8
FL113,2019-52,2021-1,54
FL113,2021-3,2021-13,11
FL114,2018-1,2018-29,29
FL114,2018-31,2018-38,8
FL114,2018-44,2019-2,11
FL114,2019-15,2019-22,8
FL114,2019-28,2019-39,12
FL114,2019-41,2019-44,4
FL114,2020-1,2021-13,65
FL115,2018-39,2018-45,7
FL115,2020-24,2020-44,21
FL118,2018-1,2018-45,45
FL118,2018-47,2019-34,40
FL118,2019-39,2019-43,5
FL118,2019-47,2020-5,11
FL118,2020-7,2020-13,7
FL118,2020-15,2020-19,5
FL118,2020-21,2020-37,17
FL118,2020-39,2020-45,7
FL118,2020-50,2021-11,14
FL119,2018-1,2018-25,25
FL119,2018-27,2018-37,11
FL119,2018-43,2019-37,47
FL119,2019-41,2019-44,4
FL119,2019-46,2020-31,38
FL119,2020-34,2020-38,5
FL119,2021-1,2021-6,6
FL12,2018-4,2018-7,4
FL12,2018-12,2018-26,15
FL12,2018-50,2019-2,5
FL12,2020-1,2020-4,4
FL12,2020-6,2020-9,4
FL12,2020-15,2020-18,4
FL12,2021-8,2021-13,6
FL120,2018-1,2019-39,91
FL120,2020-3,2020-11,9
FL120,2020-13,2020-43,31
FL120,2020-45,2021-6,14
FL121,2018-1,2018-27,27
FL121,2018-29,2019-31,55
FL121,2019-33,2019-42,10
FL121,2019-46,2020-5,12
FL121,2020-30,2020-36,7
FL121,2020-38,2020-48,11
FL122,2018-3,2018-12,10
FL122,2018-14,2018-38,25
FL122,2018-45,2019-5,13
FL122,2019-7,2019-13,7
FL122,2019-18,2019-24,7
FL122,2019-26,2019-33,8
FL122,2019-41,2019-45,5
FL122,2019-47,2020-23,29
FL122,2020-25,2020-28,4
FL122,2020-30,2020-34,5
FL122,2020-39,2020-43,5
FL122,2020-47,2020-51,5
FL123,2018-1,2018-7,7
FL123,2018-29,2018-33,5
FL123,2020-18,2020-21,4
FL123,2020-26,2020-30,5
FL123,2020-46,2021-7,14
FL124,2018-1,2018-13,13
FL124,2018-24,2018-36,13
FL124,2018-38,2018-44,7
FL124,2019-27,2019-36,10
FL124,2019-38,2019-41,4
FL124,2019-43,2019-46,4
FL124,2019-49,2020-21,25
FL124,2020-23,2020-30,8
FL124,2020-35,2021-10,28
FL125,2019-15,2019-19,5
FL126,2020-42,2021-1,12
FL126,2021-3,2021-10,8
FL127,2018-19,2018-23,5
FL127,2018-35,2018-38,4
FL127,2018-46,2018-50,5
FL127,2019-17,2019-25,9
FL127,2019-48,2019-51,4
FL127,2020-1,2020-4,4
FL127,2020-9,2020-36,28
FL127,2020-38,2020-49,12
FL127,2021-1,2021-13,13
FL128,2018-1,2018-22,22
FL128,2018-24,2018-27,4
FL128,2018-29,2018-35,7
FL128,2018-37,2019-7,23
FL128,2019-22,2019-45,24
FL128,2019-51,2020-11,13
FL128,2020-28,2020-32,5
FL128,2020-34,2021-13,32
FL129,2018-1,2018-10,10
FL129,2018-12,2018-49,38
FL129,2018-51,2019-10,12
FL129,2019-14,2019-35,22
FL129,2019-37,2021-13,81
FL13,2018-1,2018-28,28
FL13,2018-30,2018-48,19
FL13,2018-50,2019-3,6
FL13,2019-11,2019-24,14
FL13,2019-26,2019-31,6
FL13,2019-33,2019-36,4
FL13,2019-39,2019-49,11
FL13,2020-1,2020-9,9
FL13,2020-16,2021-7,44
FL130,2018-1,2018-11,11
FL130,2018-13,2018-45,33
FL130,2018-48,2019-3,8
FL130,2019-20,2019-24,5
FL130,2019-26,2019-29,4
FL130,2019-43,2019-50,8
FL130,2019-52,2020-3,4
FL130,2020-6,2020-15,10
FL130,2020-17,2020-41,25
FL130,2020-48,2021-8,13
FL130,2021-10,2021-13,4
FL131,2018-1,2018-9,9
FL131,2018-14,2018-24,11
FL131,2018-34,2018-38,5
FL131,2018-43,2018-46,4
FL131,2018-48,2019-1,6
FL131,2019-19,2019-22,4
FL131,2019-24,2019-29,6
FL131,2019-34,2019-39,6
FL131,2019-44,2019-48,5
FL131,2019-50,2020-9,12
FL131,2020-11,2020-14,4
FL131,2020-16,2020-50,35
FL131,2020-52,2021-13,14
FL132,2018-1,2018-28,28
FL132,2018-33,2019-7,27
FL132,2019-12,2019-34,23
FL132,2019-40,2019-44,5
FL132,2019-46,2020-8,15
FL132,2020-10,2020-35,26
FL132,2020-39,2020-43,5
FL132,2020-45,2020-49,5
FL132,2021-4,2021-10,7
FL133,2018-1,2018-17,17
FL133,2018-22,2019-47,78
FL133,2019-49,2021-13,69
FL134,2018-21,2018-32,12
FL134,2018-35,2018-42,8
FL134,2018-44,2018-52,9
FL134,2019-4,2019-8,5
FL134,2019-11,2019-17,7
FL134,2019-19,2019-25,7
FL134,2019-27,2019-32,6
FL134,2020-5,2020-33,29
FL134,2020-36,2020-41,6
FL134,2020-44,2020-48,5
FL134,2021-3,2021-8,6
FL134,2021-10,2021-13,4
FL135,2018-19,2018-23,5
FL135,2018-26,2018-32,7
FL135,2018-34,2018-42,9
FL135,2018-47,2019-3,9
FL135,2019-6,2019-11,6
FL135,2019-13,2019-20,8
FL135,2019-23,2019-36,14
FL135,2019-43,2019-47,5
FL135,2019-49,2020-7,11
FL135,2020-9,2020-16,8
FL135,2020-22,2020-34,13
FL135,2020-36,2020-43,8
FL135,2020-45,2021-10,18
FL136,2018-24,2018-27,4
FL136,2018-30,2018-33,4
FL136,2018-51,2019-2,4
FL136,2019-4,2019-7,4
FL136,2019-11,2019-19,9
FL136,2019-24,2019-35,12
FL136,2019-37,2019-40,4
FL136,2019-42,2019-45,4
FL136,2019-48,2020-17,22
FL136,2020-19,2020-23,5
FL136,2020-39,2021-4,18
FL138,2018-23,2018-26,4
FL138,2019-18,2019-21,4
FL138,2021-3,2021-8,6
FL139,2018-16,2018-19,4
FL139,2018-28,2018-31,4
FL139,2020-36,2020-44,9
FL14,2018-1,2019-10,62
FL14,2019-17,2019-36,20
FL14,2019-41,2020-21,33
FL14,2020-23,2021-13,43
FL140,2018-22,2018-25,4
FL140,2018-29,2018-33,5
FL140,2018-37,2018-41,5
FL140,2018-48,2019-3,8
FL140,2019-7,2019-23,17
FL140,2019-27,2019-38,12
FL140,2019-41,2021-13,77
FL141,2018-41,2018-45,5
FL141,2018-48,2019-4,9
FL141,2019-15,2019-27,13
FL142,2018-19,2018-34,16
FL142,2018-43,2018-46,4
FL142,2018-48,2018-51,4
FL142,2019-10,2019-19,10
FL142,2019-21,2019-28,8
FL142,2019-45,2019-49,5
FL142,2020-25,2020-28,4
FL142,2020-43,2020-49,7
FL143,2020-1,2020-5,5
FL143,2021-2,2021-5,4
FL143,2021-7,2021-10,4
FL144,2018-1,2018-50,50
FL144,2018-52,2020-25,78
FL144,2020-27,2021-13,39
FL145,2018-2,2018-19,18
FL145,2018-23,2018-27,5
FL145,2018-33,2018-36,4
FL145,2018-49,2019-2,6
FL145,2019-9,2019-12,4
FL145,2020-32,2020-35,4
FL145,2020-45,2020-50,6
FL145,2021-7,2021-12,6
FL146,2018-5,2018-9,5
FL146,2018-15,2018-22,8
FL146,2018-24,2018-28,5
FL146,2018-30,2018-38,9
FL146,2018-40,2018-43,4
FL146,2018-51,2019-13,15
FL146,2019-15,2019-18,4
FL146,2019-20,2019-31,12
FL146,2019-36,2019-40,5
FL146,2019-42,2019-45,4
FL146,2019-47,2020-3,9
FL146,2020-11,2020-43,33
FL146,2020-45,2021-13,21
FL147,2018-18,2018-23,6
FL147,2018-32,2018-36,5
FL147,2018-42,2018-48,7
FL147,2018-50,2019-3,6
FL147,2019-5,2019-10,6
FL147,2019-12,2019-16,5
FL147,2019-24,2019-28,5
FL147,2020-2,2020-13,12
FL147,2020-15,2020-22,8
FL147,2020-29,2020-33,5
FL147,2020-35,2020-39,5
FL147,2021-3,2021-13,11
FL148,2018-3,2018-6,4
FL148,2018-8,2018-17,10
FL148,2019-28,2019-36,9
FL148,2020-8,2020-12,5
FL148,2020-14,2020-22,9
FL148,2020-39,2020-45,7
FL148,2020-49,2021-3,7
FL149,2018-4,2018-15,12
FL149,2018-19,2018-24,6
FL149,2018-26,2018-31,6
FL149,2018-33,2018-37,5
FL149,2018-51,2019-3,5
FL149,2019-5,2019-8,4
FL149,2019-33,2019-37,5
FL149,2019-51,2020-9,11
FL149,2020-17,2020-20,4
FL149,2020-22,2020-27,6
FL149,2020-29,2020-41,13
FL149,2020-43,2020-47,5
FL149,2021-4,2021-13,10
FL15,2018-1,2018-27,27
FL15,2018-32,2018-37,6
FL15,2018-39,2018-42,4
FL15,2018-47,2019-7,13
FL15,2019-11,2019-23,13
FL15,2019-25,2019-29,5
FL15,2019-45,2019-50,6
FL15,2019-52,2020-34,35
FL15,2020-40,2020-46,7
FL15,2020-48,2021-13,18
FL150,2018-31,2018-34,4
FL150,2019-23,2019-28,6
FL150,2020-42,2020-45,4
FL153,2020-23,2020-27,5
FL153,2020-29,2020-34,6
FL153,2020-38,2020-49,12
FL153,2021-7,2021-13,7
FL154,2020-39,2020-42,4
FL155,2019-48,2020-7,12
FL155,2020-10,2020-22,13
FL155,2020-24,2020-32,9
FL155,2020-34,2020-50,17
FL155,2020-52,2021-13,14
FL156,2020-43,2020-51,9
FL157,2018-48,2018-52,5
FL157,2019-42,2019-45,4
FL157,2020-1,2020-6,6
FL157,2020-17,2020-26,10
FL157,2020-29,2021-13,37
FL158,2018-3,2018-8,6
FL158,2018-18,2018-23,6
FL158,2018-29,2018-34,6
FL158,2018-50,2019-2,5
FL158,2019-4,2019-9,6
FL158,2019-17,2019-26,10
FL158,2019-28,2019-33,6
FL158,2019-36,2019-39,4
FL158,2019-45,2019-50,6
FL158,2019-52,2020-10,11
FL158,2020-12,2020-27,16
FL158,2020-30,2020-48,19
FL158,2020-50,2021-10,13
FL159,2018-6,2018-25,20
FL159,2018-40,2018-44,5
FL159,2019-6,2019-11,6
FL159,2019-19,2019-22,4
FL159,2019-34,2019-41,8
FL159,2019-46,2019-51,6
FL159,2020-6,2020-15,10
FL159,2020-23,2020-28,6
FL159,2020-32,2020-35,4
FL159,2020-40,2020-43,4
FL159,2020-45,2020-49,5
FL159,2021-3,2021-13,11
FL16,2018-5,2018-9,5
FL16,2018-11,2018-30,20
FL16,2018-32,2018-36,5
FL16,2018-40,2019-9,22
FL16,2019-16,2019-33,18
FL16,2019-35,2019-41,7
FL16,2019-43,2019-52,10
FL16,2020-2,2020-30,29
FL16,2020-38,2021-13,28
FL160,2018-1,2018-22,22
FL160,2018-24,2018-42,19
FL160,2018-50,2019-3,6
FL160,2019-10,2019-13,4
FL160,2019-16,2019-23,8
FL160,2019-27,2019-48,22
FL160,2019-50,2021-3,58
FL160,2021-5,2021-13,9
FL161,2018-1,2018-17,17
FL161,2018-19,2018-30,12
FL161,2018-36,2018-39,4
FL161,2018-45,2018-48,4
FL161,2018-50,2019-29,32
FL161,2019-34,2019-37,4
FL161,2019-45,2020-5,13
FL161,2020-10,2021-13,56
FL162,2019-19,2019-23,5
FL162,2020-1,2020-5,5
FL162,2020-13,2020-23,11
FL162,2020-25,2021-13,41
FL163,2018-2,2018-6,5
FL163,2019-15,2019-20,6
FL163,2020-2,2020-6,5
FL163,2020-13,2020-21,9
FL163,2020-29,2020-32,4
FL164,2018-17,2018-27,11
FL164,2018-34,2019-1,20
FL164,2019-18,2019-32,15
FL164,2019-37,2019-49,13
FL164,2020-4,2020-9,6
FL164,2020-11,2020-17,7
FL164,2020-21,2020-25,5
FL164,2020-47,2021-12,18
FL165,2018-19,2018-28,10
FL165,2018-30,2018-33,4
FL165,2018-47,2018-52,6
FL165,2019-2,2019-7,6
FL165,2019-19,2019-27,9
FL165,2020-34,2020-37,4
FL165,2020-52,2021-13,14
FL166,2018-2,2018-15,14
FL166,2018-19,2018-23,5
FL166,2018-25,2018-30,6
FL166,2018-32,2018-47,16
FL166,2018-49,2019-1,5
FL166,2019-22,2019-39,18
FL166,2019-41,2019-46,6
FL166,2019-50,2020-3,6
FL166,2020-5,2020-9,5
FL166,2020-25,2020-35,11
FL166,2020-37,2020-41,5
FL166,2021-4,2021-8,5
FL167,2018-7,2018-10,4
FL167,2018-12,2018-16,5
FL167,2019-21,2019-24,4
FL167,2019-33,2019-39,7
FL167,2019-41,2019-44,4
FL167,2019-51,2020-4,6
FL167,2020-6,2020-24,19
FL167,2020-44,2021-1,10
FL168,2018-4,2018-8,5
FL168,2018-10,2018-13,4
FL168,2018-26,2018-34,9
FL168,2018-49,2018-52,4
FL168,2019-17,2019-20,4
FL168,2019-36,2019-39,4
FL168,2019-45,2019-51,7
FL168,2020-4,2020-8,5
FL168,2020-11,2020-18,8
FL168,2020-34,2020-44,11
FL168,2020-46,2021-2,9
FL168,2021-4,2021-8,5
FL169,2018-33,2018-37,5
FL169,2019-17,2019-20,4
FL17,2018-1,2019-11,63
FL17,2019-15,2019-29,15
FL17,2019-31,2019-34,4
FL17,2019-41,2020-26,38
FL17,2020-39,2020-42,4
FL17,2020-44,2021-6,15
FL17,2021-10,2021-13,4
FL170,2019-44,2019-48,5
FL170,2019-52,2020-4,5
FL170,2020-50,2021-1,4
FL171,2018-11,2018-17,7
FL171,2018-21,2018-27,7
FL171,2018-29,2018-36,8
FL171,2019-19,2019-29,11
FL171,2020-11,2020-14,4
FL171,2020-16,2020-20,5
FL171,2020-24,2020-28,5
FL171,2020-47,2020-52,6
FL172,2018-5,2018-11,7
FL172,2018-13,2019-1,41
FL172,2019-9,2019-23,15
FL172,2019-27,2019-31,5
FL172,2020-1,2021-13,65
FL173,2018-3,2018-12,10
FL173,2018-17,2018-20,4
FL173,2018-35,2018-40,6
FL173,2018-48,2019-1,6
FL173,2019-12,2019-23,12
FL173,2019-41,2019-45,5
FL173,2019-47,2019-50,4
FL173,2020-6,2020-11,6
FL173,2020-13,2020-17,5
FL173,2020-19,2020-30,12
FL173,2020-47,2021-3,9
FL173,2021-7,2021-13,7
FL174,2018-12,2018-21,10
FL174,2018-27,2018-35,9
FL174,2018-39,2019-11,25
FL174,2019-14,2019-24,11
FL174,2019-30,2019-35,6
FL174,2019-37,2019-40,4
FL174,2019-43,2019-50,8
FL174,2020-3,2020-9,7
FL174,2020-11,2020-34,24
FL174,2020-38,2021-13,28
FL175,2018-1,2018-20,20
FL175,2018-22,2018-26,5
FL175,2018-42,2018-49,8
FL175,2018-51,2019-4,6
FL175,2019-7,2019-11,5
FL175,2019-34,2019-37,4
FL175,2019-42,2019-48,7
FL175,2020-6,2020-9,4
FL175,2020-11,2020-27,17
FL175,2020-29,2020-35,7
FL176,2018-1,2018-5,5
FL176,2018-7,2018-11,5
FL176,2018-15,2018-19,5
FL176,2018-25,2018-28,4
FL176,2018-31,2018-36,6
FL176,2018-41,2018-51,11
FL176,2019-8,2019-17,10
FL176,2019-19,2019-28,10
FL176,2019-40,2019-44,5
FL176,2020-5,2020-24,20
FL176,2020-28,2021-6,31
FL176,2021-8,2021-13,6
FL177,2018-39,2018-43,5
FL177,2020-37,2020-40,4
FL177,2021-4,2021-7,4
FL178,2018-3,2018-11,9
FL178,2018-18,2018-23,6
FL178,2018-33,2018-51,19
FL178,2019-7,2019-13,7
FL178,2019-16,2019-23,8
FL178,2019-25,2019-31,7
FL178,2019-38,2019-49,12
FL178,2019-51,2020-5,7
FL178,2020-13,2020-18,6
FL178,2020-23,2020-34,12
FL178,2020-36,2020-40,5
FL178,2020-45,2020-48,4
FL178,2021-1,2021-13,13
FL18,2018-1,2018-30,30
FL18,2018-33,2018-38,6
FL18,2018-40,2019-2,15
FL18,2019-5,2019-36,32
FL18,2019-42,2019-45,4
FL18,2019-47,2020-4,10
FL18,2020-13,2020-18,6
FL18,2020-20,2021-13,46
FL181,2018-10,2018-20,11
FL181,2018-22,2018-30,9
FL181,2018-37,2018-40,4
FL181,2018-42,2018-46,5
FL181,2019-10,2019-14,5
FL181,2019-21,2019-28,8
FL181,2019-38,2019-48,11
FL181,2019-50,2020-4,7
FL181,2020-10,2020-28,19
FL181,2020-36,2020-40,5
FL181,2020-50,2021-1,4
FL181,2021-7,2021-13,7
FL182,2018-7,2018-23,17
FL182,2018-29,2018-42,14
FL182,2018-45,2018-48,4
FL182,2018-50,2019-8,11
FL182,2020-1,2020-11,11
FL182,2020-13,2020-16,4
FL182,2020-27,2020-30,4
FL182,2020-32,2020-52,21
FL182,2021-2,2021-10,9
FL183,2018-1,2018-9,9
FL183,2018-11,2018-44,34
FL183,2018-46,2019-2,9
FL183,2019-16,2019-29,14
FL183,2019-31,2019-36,6
FL183,2019-48,2020-16,21
FL183,2020-18,2020-29,12
FL183,2020-36,2020-39,4
FL183,2020-49,2021-13,17
FL184,2019-2,2019-7,6
FL184,2020-29,2020-36,8
FL184,2020-45,2020-49,5
FL184,2020-51,2021-13,15
FL185,2018-25,2018-28,4
FL19,2018-1,2019-7,59
FL19,2019-12,2019-32,21
FL19,2019-34,2019-47,14
FL19,2019-49,2021-13,69
FL190,2018-3,2018-12,10
FL190,2018-14,2018-44,31
FL190,2018-46,2019-3,10
FL190,2019-11,2019-29,19
FL190,2019-32,2019-37,6
FL190,2019-43,2019-47,5
FL190,2019-49,2020-45,49
FL190,2020-47,2021-1,7
FL190,2021-3,2021-13,11
FL195,2018-1,2018-28,28
FL195,2019-49,2020-2,6
FL195,2020-4,2020-25,22
FL195,2020-27,2020-31,5
FL195,2020-33,2020-36,4
FL195,2020-49,2021-1,5
FL195,2021-7,2021-12,6
FL196,2018-1,2018-11,11
FL196,2018-14,2018-18,5
FL196,2018-22,2018-27,6
FL196,2019-20,2019-30,11
FL196,2020-10,2020-13,4
FL196,2020-51,2021-2,4
FL197,2018-3,2018-20,18
FL197,2018-31,2018-39,9
FL197,2018-41,2018-48,8
FL197,2018-50,2019-1,4
FL197,2019-4,2019-11,8
FL197,2019-16,2019-23,8
FL197,2019-25,2019-32,8
FL197,2019-39,2019-45,7
FL197,2019-48,2020-15,20
FL197,2020-21,2020-28,8
FL197,2020-31,2021-13,35
FL198,2019-14,2019-17,4
FL198,2019-45,2019-48,4
FL198,2019-52,2020-3,4
FL198,2020-19,2020-25,7
FL198,2020-33,2020-36,4
FL198,2020-43,2020-47,5
FL198,2021-4,2021-7,4
FL199,2018-18,2018-27,10
FL199,2018-41,2018-44,4
FL199,2019-31,2019-35,5
FL199,2019-41,2020-11,23
FL199,2020-14,2020-37,24
FL199,2020-39,2021-9,23
FL2,2018-3,2018-6,4
FL2,2018-17,2018-34,18
FL2,2018-38,2018-46,9
FL2,2018-48,2019-1,6
FL2,2019-14,2019-17,4
FL2,2019-19,2019-31,13
FL2,2019-33,2019-45,13
FL2,2019-47,2020-2,8
FL2,2020-7,2020-18,12
FL2,2020-20,2020-30,11
FL2,2020-32,2021-13,34
FL20,2018-1,2018-29,29
FL20,2018-35,2018-40,6
FL20,2019-20,2019-28,9
FL20,2019-39,2019-42,4
FL20,2020-13,2020-17,5
FL20,2020-19,2020-43,25
FL20,2020-45,2021-13,21
FL200,2018-1,2019-3,55
FL200,2019-11,2019-34,24
FL200,2019-46,2019-50,5
FL200,2020-7,2021-13,59
FL201,2018-1,2018-42,42
FL201,2018-44,2018-51,8
FL201,2019-18,2019-24,7
FL201,2019-26,2019-31,6
FL201,2019-52,2020-9,10
FL201,2020-11,2020-14,4
FL201,2020-18,2020-29,12
FL201,2020-35,2020-45,11
FL201,2020-47,2021-13,19
FL203,2018-3,2018-17,15
FL203,2018-19,2018-31,13
FL203,2018-41,2018-48,8
FL203,2018-50,2019-4,7
FL203,2019-15,2019-22,8
FL203,2019-24,2019-27,4
FL203,2019-30,2019-33,4
FL203,2019-52,2020-9,10
FL203,2020-15,2020-18,4
FL203,2021-2,2021-6,5
FL204,2018-32,2018-36,5
FL204,2019-26,2019-29,4
FL204,2019-45,2020-28,36
FL204,2020-37,2020-45,9
FL204,2021-7,2021-13,7
FL205,2018-4,2018-7,4
FL205,2018-24,2018-27,4
FL205,2019-51,2020-3,5
FL205,2020-5,2020-9,5
FL205,2020-17,2020-25,9
FL205,2020-41,2020-44,4
FL205,2020-51,2021-6,8
FL206,2018-1,2018-6,6
FL206,2018-13,2018-21,9
FL206,2018-24,2018-33,10
FL206,2018-35,2019-4,22
FL206,2019-19,2019-22,4
FL206,2019-43,2019-49,7
FL206,2020-12,2020-15,4
FL206,2020-21,2020-52,32
FL206,2021-2,2021-13,12
FL207,2018-1,2018-8,8
FL207,2018-15,2018-20,6
FL207,2018-22,2018-52,31
FL207,2019-22,2019-27,6
FL207,2019-45,2019-48,4
FL207,2020-21,2020-44,24
FL207,2020-46,2021-13,20
FL208,2018-1,2018-12,12
FL208,2018-14,2018-39,26
FL208,2018-46,2018-52,7
FL208,2019-12,2019-15,4
FL208,2019-26,2019-31,6
FL208,2020-28,2020-32,5
FL208,2020-41,2020-45,5
FL209,2018-1,2018-4,4
FL209,2018-6,2018-10,5
FL209,2018-12,2018-22,11
FL209,2018-24,2018-30,7
FL209,2018-40,2018-44,5
FL209,2018-46,2018-52,7
FL209,2019-18,2019-25,8
FL209,2019-27,2019-31,5
FL209,2019-35,2019-39,5
FL209,2019-46,2019-49,4
FL209,2019-51,2020-12,14
FL209,2020-22,2020-39,18
FL209,2020-41,2021-13,25
FL21,2018-1,2018-4,4
FL21,2018-15,2018-32,18
FL21,2018-34,2019-2,21
FL21,2020-24,2020-46,23
FL21,2020-48,2021-13,18
FL210,2018-1,2018-49,49
FL210,2018-51,2019-4,6
FL210,2019-15,2019-25,11
FL210,2019-27,2019-35,9
FL210,2019-44,2019-48,5
FL210,2019-52,2020-13,14
FL210,2020-25,2020-38,14
FL210,2020-40,2021-13,26
FL211,2018-1,2019-7,59
FL211,2019-19,2019-31,13
FL211,2019-35,2020-18,36
FL211,2020-20,2021-8,41
FL211,2021-10,2021-13,4
FL212,2018-1,2018-42,42
FL212,2018-44,2019-11,20
FL212,2019-22,2019-31,10
FL212,2019-42,2020-7,18
FL212,2020-9,2020-12,4
FL212,2020-21,2021-13,45
FL213,2018-7,2018-10,4
FL213,2018-37,2018-41,5
FL213,2018-45,2018-48,4
FL213,2019-9,2019-18,10
FL213,2019-22,2019-33,12
FL213,2020-5,2020-11,7
FL213,2020-13,2020-23,11
FL213,2020-25,2020-30,6
FL213,2020-35,2021-13,31
FL214,2018-41,2018-47,7
FL214,2019-6,2019-11,6
FL214,2019-17,2019-21,5
FL214,2019-23,2019-31,9
FL214,2020-11,2020-35,25
FL214,2020-37,2021-1,17
FL214,2021-3,2021-8,6
FL215,2018-48,2018-52,5
FL215,2020-11,2020-22,12
FL215,2020-25,2020-35,11
FL215,2020-38,2020-49,12
FL215,2021-6,2021-13,8
FL216,2018-2,2018-11,10
FL216,2018-17,2018-35,19
FL216,2018-37,2019-5,21
FL216,2019-17,2019-25,9
FL216,2019-27,2019-32,6
FL216,2019-41,2020-2,14
FL216,2020-4,2020-7,4
FL216,2020-11,2020-16,6
FL216,2020-20,2020-31,12
FL216,2020-35,2020-39,5
FL216,2020-41,2020-46,6
FL216,2020-48,2021-1,6
FL216,2021-4,2021-13,10
FL217,2018-1,2018-41,41
FL217,2018-43,2019-2,12
FL217,2019-6,2019-13,8
FL217,2019-15,2019-34,20
FL217,2019-36,2019-39,4
FL217,2019-43,2020-14,24
FL217,2020-16,2021-13,50
FL218,2018-1,2018-13,13
FL218,2018-17,2018-37,21
FL218,2018-48,2019-3,8
FL218,2019-44,2019-47,4
FL218,2019-49,2020-5,9
FL218,2020-23,2020-32,10
FL218,2020-34,2021-13,32
FL219,2018-3,2018-9,7
FL219,2018-11,2018-18,8
FL219,2018-20,2018-31,12
FL219,2018-45,2019-1,9
FL219,2019-45,2019-49,5
FL219,2020-3,2020-9,7
FL219,2020-16,2020-32,17
FL219,2020-42,2021-13,24
FL22,2018-1,2018-7,7
FL22,2019-25,2019-28,4
FL22,2019-49,2020-28,32
FL22,2020-30,2021-13,36
FL220,2018-1,2018-30,30
FL220,2018-36,2018-42,7
FL220,2018-44,2018-52,9
FL220,2019-21,2019-30,10
FL220,2019-32,2019-35,4
FL220,2019-51,2020-3,5
FL220,2020-5,2020-10,6
FL220,2020-26,2020-35,10
FL220,2020-37,2021-10,26
FL221,2018-1,2018-9,9
FL221,2018-11,2018-15,5
FL221,2018-17,2018-20,4
FL221,2018-22,2018-28,7
FL221,2018-33,2018-36,4
FL221,2019-10,2019-13,4
FL221,2019-16,2019-19,4
FL221,2019-43,2019-46,4
FL221,2019-48,2020-2,7
FL221,2020-16,2020-33,18
FL221,2020-37,2020-42,6
FL221,2021-2,2021-5,4
