SectorID,Start,End,Duration
FL107,2018-52,2019-7,8
FL107,2019-9,2019-37,29
FL107,2019-42,2019-45,4
FL107,2019-47,2021-13,71
FL108,2018-1,2018-34,34
FL108,2018-36,2018-46,11
FL108,2018-48,2019-2,7
FL108,2019-4,2019-8,5
FL108,2019-12,2019-19,8
FL108,2019-21,2021-13,97
FL109,2019-46,2019-49,4
FL109,2020-22,2020-31,10
FL11,2018-1,2018-8,8
FL11,2018-12,2018-16,5
FL11,2018-18,2018-35,18
FL11,2018-37,2018-42,6
FL11,2018-46,2018-52,7
FL11,2019-8,2019-11,4
FL11,2019-15,2019-32,18
FL11,2019-34,2019-39,6
FL11,2019-41,2020-2,14
FL11,2020-10,2020-19,10
FL11,2020-21,2020-38,18
FL11,2020-41,2021-3,15
FL11,2021-9,2021-13,5
FL110,2018-52,2019-15,16
FL110,2019-25,2019-28,4
FL110,2019-37,2019-40,4
FL110,2019-42,2020-37,48
FL110,2020-46,2021-13,20
FL111,2018-15,2018-21,7
FL111,2019-10,2019-15,6
FL111,2019-31,2019-34,4
FL111,2019-36,2019-39,4
FL111,2019-41,2019-46,6
FL111,2020-11,2020-15,5
FL111,2020-31,2021-13,35
FL112,2018-38,2018-41,4
FL112,2018-43,2018-46,4
FL112,2019-20,2019-24,5
FL112,2019-38,2019-49,12
FL112,2020-1,2020-13,13
FL112,2020-19,2020-51,33
FL112,2021-1,2021-13,13
FL113,2018-4,2018-8,5
FL113,2018-13,2018-16,4
FL113,2018-30,2018-34,5
FL113,2018-41,2018-47,7
FL113,2018-49,2019-3,7
FL113,2019-5,2019-24,20
FL113,2019-26,2019-35,10
FL113,2019-41,2021-13,77
FL114,2018-1,2018-38,38
FL114,2018-40,2019-2,15
FL114,2019-15,2019-24,10
FL114,2019-26,2019-39,14
FL114,2019-41,2019-45,5
FL114,2020-1,2021-13,65
FL115,2018-39,2018-45,7
FL115,2020-24,2020-44,21
FL115,2021-7,2021-10,4
FL118,2018-1,2020-5,109
FL118,2020-7,2020-13,7
FL118,2020-15,2020-45,31
FL118,2020-50,2021-13,16
FL119,2018-1,2018-25,25
FL119,2018-27,2019-39,65
FL119,2019-41,2020-45,57
FL119,2020-50,2021-8,11
FL12,2018-1,2018-30,30
FL12,2018-37,2018-48,12
FL12,2018-50,2019-3,6
FL12,2019-17,2019-22,6
FL12,2019-24,2019-31,8
FL12,2019-33,2019-37,5
FL12,2019-52,2020-4,5
FL12,2020-6,2020-18,13
FL12,2020-28,2020-31,4
FL12,2020-46,2021-2,9
FL12,2021-8,2021-13,6
FL120,2018-1,2019-39,91
FL120,2020-1,2020-11,11
FL120,2020-13,2021-6,46
FL120,2021-8,2021-13,6
FL121,2018-1,2019-31,83
FL121,2019-33,2019-42,10
FL121,2019-44,2020-5,14
FL121,2020-7,2020-14,8
FL121,2020-24,2021-2,31
FL122,2018-3,2018-43,41
FL122,2018-45,2019-13,21
FL122,2019-15,2019-33,19
FL122,2019-41,2019-45,5
FL122,2019-47,2020-34,40
FL122,2020-36,2020-43,8
FL122,2020-47,2021-3,9
FL123,2018-1,2018-15,15
FL123,2018-21,2018-24,4
FL123,2018-29,2018-33,5
FL123,2019-36,2019-45,10
FL123,2020-7,2020-14,8
FL123,2020-16,2020-30,15
FL123,2020-38,2020-44,7
FL123,2020-46,2021-9,16
FL124,2018-1,2018-22,22
FL124,2018-24,2018-44,21
FL124,2018-49,2019-2,6
FL124,2019-27,2019-36,10
FL124,2019-38,2019-47,10
FL124,2019-49,2020-32,36
FL124,2020-34,2021-10,29
FL125,2018-10,2018-17,8
FL125,2019-15,2019-19,5
FL125,2019-24,2019-27,4
FL125,2019-47,2019-50,4
FL125,2020-19,2020-23,5
FL125,2020-29,2020-33,5
FL126,2020-25,2020-29,5
FL126,2020-42,2021-13,24
FL127,2018-9,2018-13,5
FL127,2018-15,2018-23,9
FL127,2018-35,2018-38,4
FL127,2018-45,2018-50,6
FL127,2018-52,2019-4,5
FL127,2019-17,2019-25,9
FL127,2019-41,2019-44,4
FL127,2019-48,2020-4,9
FL127,2020-6,2021-13,60
FL128,2018-1,2019-7,59
FL128,2019-15,2019-18,4
FL128,2019-22,2020-17,48
FL128,2020-19,2020-32,14
FL128,2020-34,2021-13,32
FL129,2018-1,2018-49,49
FL129,2018-51,2019-10,12
FL129,2019-14,2021-13,104
FL13,2018-1,2018-28,28
FL13,2018-30,2019-3,26
FL13,2019-11,2019-24,14
FL13,2019-26,2019-51,26
FL13,2020-1,2020-10,10
FL13,2020-16,2021-13,50
FL130,2018-1,2019-8,60
FL130,2019-19,2019-29,11
FL130,2019-31,2019-35,5
FL130,2019-37,2019-50,14
FL130,2019-52,2020-41,42
FL130,2020-47,2021-13,19
FL131,2018-1,2018-11,11
FL131,2018-13,2018-24,12
FL131,2018-32,2019-7,28
FL131,2019-17,2019-22,6
FL131,2019-24,2019-30,7
FL131,2019-34,2019-39,6
FL131,2019-44,2020-9,18
FL131,2020-11,2021-13,55
FL132,2018-1,2018-28,28
FL132,2018-30,2019-7,30
FL132,2019-12,2019-34,23
FL132,2019-40,2019-44,5
FL132,2019-46,2020-49,56
FL132,2021-4,2021-13,10
FL133,2018-1,2019-47,99
FL133,2019-49,2021-13,69
FL134,2018-3,2018-8,6
FL134,2018-19,2019-9,43
FL134,2019-11,2019-17,7
FL134,2019-19,2019-36,18
FL134,2019-43,2019-47,5
FL134,2019-49,2020-3,7
FL134,2020-5,2020-41,37
FL134,2020-43,2020-51,9
FL134,2021-1,2021-13,13
FL135,2018-6,2018-11,6
FL135,2018-19,2018-23,5
FL135,2018-25,2018-32,8
FL135,2018-34,2018-44,11
FL135,2018-47,2019-11,17
FL135,2019-13,2019-20,8
FL135,2019-23,2019-41,19
FL135,2019-43,2019-47,5
FL135,2019-49,2020-16,20
FL135,2020-22,2020-34,13
FL135,2020-36,2021-10,27
FL136,2018-15,2018-19,5
FL136,2018-21,2018-27,7
FL136,2018-29,2018-33,5
FL136,2018-35,2018-39,5
FL136,2018-49,2019-2,6
FL136,2019-4,2019-7,4
FL136,2019-9,2019-19,11
FL136,2019-24,2019-35,12
FL136,2019-37,2019-40,4
FL136,2019-42,2019-45,4
FL136,2019-48,2020-27,32
FL136,2020-29,2020-32,4
FL136,2020-35,2021-8,26
FL138,2018-15,2018-19,5
FL138,2018-23,2018-26,4
FL138,2018-35,2018-39,5
FL138,2018-47,2018-50,4
FL138,2019-18,2019-24,7
FL138,2019-51,2020-2,4
FL138,2020-14,2020-17,4
FL138,2020-29,2020-41,13
FL138,2021-3,2021-11,9
FL139,2018-16,2018-20,5
FL139,2018-28,2018-32,5
FL139,2019-30,2019-34,5
FL139,2020-36,2020-44,9
FL14,2018-1,2019-14,66
FL14,2019-17,2019-36,20
FL14,2019-41,2021-13,77
FL140,2018-21,2018-33,13
FL140,2018-35,2018-45,11
FL140,2018-47,2019-23,29
FL140,2019-25,2021-13,93
FL141,2018-20,2018-24,5
FL141,2018-26,2018-31,6
FL141,2018-33,2018-39,7
FL141,2018-41,2019-6,18
FL141,2019-8,2019-11,4
FL141,2019-15,2019-33,19
FL141,2019-50,2020-3,6
FL141,2020-39,2020-45,7
FL141,2020-50,2021-3,6
FL142,2018-4,2018-10,7
FL142,2018-12,2018-15,4
FL142,2018-17,2018-34,18
FL142,2018-36,2019-1,18
FL142,2019-3,2019-7,5
FL142,2019-9,2019-19,11
FL142,2019-21,2019-28,8
FL142,2019-30,2019-33,4
FL142,2019-45,2019-49,5
FL142,2020-4,2020-7,4
FL142,2020-23,2020-28,6
FL142,2020-37,2020-51,15
FL142,2021-2,2021-13,12
FL143,2020-1,2020-5,5
FL143,2020-7,2020-11,5
FL143,2021-2,2021-10,9
FL144,2018-1,2018-50,50
FL144,2018-52,2020-25,78
FL144,2020-27,2021-13,39
FL145,2018-1,2018-19,19
FL145,2018-23,2018-27,5
FL145,2018-33,2018-36,4
FL145,2018-49,2019-2,6
FL145,2019-9,2019-12,4
FL145,2020-12,2020-15,4
FL145,2020-17,2020-26,10
FL145,2020-32,2020-35,4
FL145,2020-45,2020-51,7
FL145,2021-1,2021-5,5
FL145,2021-7,2021-12,6
FL146,2018-1,2018-11,11
FL146,2018-13,2018-28,16
FL146,2018-30,2018-45,16
FL146,2018-48,2019-13,18
FL146,2019-15,2019-31,17
FL146,2019-35,2020-3,21
FL146,2020-5,2020-43,39
FL146,2020-45,2021-13,21
FL147,2018-18,2018-23,6
FL147,2018-32,2018-36,5
FL147,2018-42,2018-48,7
FL147,2018-50,2019-3,6
FL147,2019-5,2019-10,6
FL147,2019-12,2019-16,5
FL147,2019-24,2019-28,5
FL147,2019-52,2020-13,14
FL147,2020-15,2020-23,9
FL147,2020-29,2020-33,5
FL147,2020-35,2020-39,5
FL147,2021-3,2021-13,11
FL148,2018-1,2018-6,6
FL148,2018-8,2018-18,11
FL148,2018-36,2018-39,4
FL148,2018-44,2018-47,4
FL148,2018-49,2019-2,6
FL148,2019-9,2019-16,8
FL148,2019-28,2019-36,9
FL148,2019-38,2019-42,5
FL148,2019-44,2019-49,6
FL148,2020-8,2020-26,19
FL148,2020-29,2020-37,9
FL148,2020-39,2021-12,26
FL149,2018-4,2018-15,12
FL149,2018-19,2018-24,6
FL149,2018-26,2018-31,6
FL149,2018-33,2018-40,8
FL149,2018-50,2019-8,11
FL149,2019-16,2019-20,5
FL149,2019-32,2019-37,6
FL149,2019-51,2020-20,22
FL149,2020-22,2020-48,27
FL149,2021-4,2021-13,10
FL15,2018-1,2018-42,42
FL15,2018-44,2019-7,16
FL15,2019-9,2019-29,21
FL15,2019-45,2021-13,73
FL150,2018-6,2018-9,4
FL150,2018-13,2018-17,5
FL150,2018-31,2018-35,5
FL150,2018-49,2019-4,8
FL150,2019-23,2019-30,8
FL150,2020-1,2020-5,5
FL150,2020-8,2020-11,4
FL150,2020-13,2020-21,9
FL150,2020-30,2020-33,4
FL150,2020-35,2020-40,6
FL150,2020-42,2020-45,4
FL153,2019-37,2019-40,4
FL153,2020-23,2021-4,34
FL153,2021-6,2021-13,8
FL154,2020-37,2020-46,10
FL154,2020-52,2021-3,4
FL155,2019-22,2019-26,5
FL155,2019-48,2020-7,12
FL155,2020-9,2021-13,57
FL156,2019-22,2019-25,4
FL156,2020-22,2020-25,4
FL156,2020-32,2020-51,20
FL156,2021-1,2021-10,10
FL157,2018-48,2019-1,6
FL157,2019-3,2019-6,4
FL157,2019-16,2019-25,10
FL157,2019-42,2019-45,4
FL157,2019-48,2020-7,12
FL157,2020-12,2020-15,4
FL157,2020-17,2021-13,49
FL158,2018-3,2018-25,23
FL158,2018-27,2018-34,8
FL158,2018-36,2018-39,4
FL158,2018-41,2019-9,21
FL158,2019-11,2019-15,5
FL158,2019-17,2019-34,18
FL158,2019-36,2019-42,7
FL158,2019-44,2021-13,74
FL159,2018-2,2018-25,24
FL159,2018-40,2018-45,6
FL159,2018-47,2018-50,4
FL159,2018-52,2019-3,4
FL159,2019-6,2019-11,6
FL159,2019-19,2019-25,7
FL159,2019-34,2019-41,8
FL159,2019-46,2019-51,6
FL159,2020-1,2020-17,17
FL159,2020-19,2020-29,11
FL159,2020-32,2020-50,19
FL159,2021-3,2021-13,11
FL16,2018-1,2018-9,9
FL16,2018-11,2019-9,51
FL16,2019-16,2019-33,18
FL16,2019-35,2020-34,52
FL16,2020-38,2021-13,28
FL160,2018-1,2018-22,22
FL160,2018-24,2019-4,33
FL160,2019-10,2019-14,5
FL160,2019-16,2019-23,8
FL160,2019-27,2019-48,22
FL160,2019-50,2021-3,58
FL160,2021-5,2021-13,9
FL161,2018-1,2018-30,30
FL161,2018-32,2018-39,8
FL161,2018-41,2018-48,8
FL161,2018-50,2019-29,32
FL161,2019-34,2019-43,10
FL161,2019-45,2021-13,73
FL162,2018-15,2018-21,7
FL162,2018-27,2018-30,4
FL162,2019-19,2019-23,5
FL162,2019-25,2019-29,5
FL162,2019-39,2019-42,4
FL162,2019-44,2019-50,7
FL162,2020-1,2020-10,10
FL162,2020-12,2021-13,54
FL163,2018-2,2018-6,5
FL163,2019-12,2019-20,9
FL163,2020-2,2020-6,5
FL163,2020-13,2020-21,9
FL163,2020-26,2020-32,7
FL163,2021-4,2021-8,5
FL164,2018-5,2018-15,11
FL164,2018-17,2018-27,11
FL164,2018-29,2018-32,4
FL164,2018-34,2019-4,23
FL164,2019-12,2019-16,5
FL164,2019-18,2019-34,17
FL164,2019-36,2019-49,14
FL164,2020-4,2020-31,28
FL164,2020-39,2020-43,5
FL164,2020-45,2021-13,21
FL165,2018-1,2018-4,4
FL165,2018-18,2018-33,16
FL165,2018-45,2019-9,17
FL165,2019-12,2019-17,6
FL165,2019-19,2019-29,11
FL165,2020-30,2020-37,8
FL165,2020-52,2021-13,14
FL166,2018-1,2018-17,17
FL166,2018-19,2018-23,5
FL166,2018-25,2019-5,33
FL166,2019-22,2019-39,18
FL166,2019-41,2019-46,6
FL166,2019-50,2020-3,6
FL166,2020-5,2020-9,5
FL166,2020-13,2020-16,4
FL166,2020-18,2020-23,6
FL166,2020-25,2020-47,23
FL166,2020-50,2021-2,5
FL166,2021-4,2021-8,5
FL166,2021-10,2021-13,4
FL167,2018-7,2018-16,10
FL167,2018-18,2018-23,6
FL167,2018-26,2018-30,5
FL167,2018-34,2018-38,5
FL167,2019-21,2019-25,5
FL167,2019-32,2019-39,8
FL167,2019-41,2019-47,7
FL167,2019-49,2020-4,8
FL167,2020-6,2020-25,20
FL167,2020-33,2020-37,5
FL167,2020-42,2021-10,21
FL168,2018-4,2018-13,10
FL168,2018-24,2018-39,16
FL168,2018-47,2019-3,9
FL168,2019-7,2019-11,5
FL168,2019-17,2019-24,8
FL168,2019-36,2019-39,4
FL168,2019-45,2019-51,7
FL168,2020-4,2020-18,15
FL168,2020-20,2021-2,35
FL168,2021-4,2021-8,5
FL169,2018-23,2018-27,5
FL169,2018-31,2018-37,7
FL169,2018-47,2018-50,4
FL169,2019-17,2019-23,7
FL17,2018-1,2019-13,65
FL17,2019-15,2019-39,25
FL17,2019-41,2020-30,42
FL17,2020-34,2020-37,4
FL17,2020-39,2021-6,20
FL17,2021-8,2021-13,6
FL170,2018-8,2018-13,6
FL170,2018-25,2018-30,6
FL170,2018-44,2018-47,4
FL170,2018-49,2018-52,4
FL170,2019-18,2019-21,4
FL170,2019-44,2019-50,7
FL170,2019-52,2020-4,5
FL170,2020-6,2020-10,5
FL170,2020-16,2020-20,5
FL170,2020-23,2020-32,10
FL170,2020-42,2020-48,7
FL170,2020-50,2021-5,8
FL171,2018-11,2018-36,26
FL171,2018-39,2018-42,4
FL171,2018-51,2019-5,7
FL171,2019-13,2019-17,5
FL171,2019-19,2019-29,11
FL171,2020-1,2020-5,5
FL171,2020-7,2020-29,23
FL171,2020-31,2020-36,6
FL171,2020-46,2021-3,10
FL171,2021-7,2021-13,7
FL172,2018-5,2019-3,51
FL172,2019-5,2019-25,21
FL172,2019-27,2019-33,7
FL172,2019-35,2019-39,5
FL172,2019-41,2019-45,5
FL172,2020-1,2021-13,65
FL173,2018-1,2018-12,12
FL173,2018-14,2018-20,7
FL173,2018-26,2018-30,5
FL173,2018-35,2018-42,8
FL173,2018-48,2019-7,12
FL173,2019-10,2019-23,14
FL173,2019-29,2019-33,5
FL173,2019-35,2019-38,4
FL173,2019-40,2020-11,24
FL173,2020-13,2020-30,18
FL173,2020-44,2021-3,12
FL173,2021-5,2021-13,9
FL174,2018-4,2018-10,7
FL174,2018-12,2018-21,10
FL174,2018-27,2019-24,50
FL174,2019-30,2019-35,6
FL174,2019-37,2019-41,5
FL174,2019-43,2020-34,44
FL174,2020-38,2021-13,28
FL175,2018-1,2018-26,26
FL175,2018-29,2018-33,5
FL175,2018-42,2019-4,15
FL175,2019-6,2019-11,6
FL175,2019-13,2019-16,4
FL175,2019-34,2019-37,4
FL175,2019-42,2019-48,7
FL175,2020-6,2020-27,22
FL175,2020-29,2020-36,8
FL175,2020-47,2020-51,5
FL175,2021-4,2021-11,8
FL176,2018-1,2018-19,19
FL176,2018-25,2018-28,4
FL176,2018-31,2018-36,6
FL176,2018-41,2018-51,11
FL176,2019-8,2019-17,10
FL176,2019-19,2019-28,10
FL176,2019-40,2019-44,5
FL176,2020-5,2020-26,22
FL176,2020-28,2021-13,38
FL177,2018-39,2018-43,5
FL177,2020-23,2020-27,5
FL177,2020-37,2020-41,5
FL177,2021-4,2021-7,4
FL178,2018-1,2018-11,11
FL178,2018-13,2018-27,15
FL178,2018-29,2018-51,23
FL178,2019-5,2019-13,9
FL178,2019-15,2019-23,9
FL178,2019-25,2019-31,7
FL178,2019-33,2019-36,4
FL178,2019-38,2020-5,20
FL178,2020-7,2020-11,5
FL178,2020-13,2020-18,6
FL178,2020-20,2020-40,21
FL178,2020-42,2020-51,10
FL178,2021-1,2021-13,13
FL18,2018-1,2018-30,30
FL18,2018-32,2019-2,23
FL18,2019-4,2019-36,33
FL18,2019-42,2019-45,4
FL18,2019-47,2020-11,17
FL18,2020-13,2020-18,6
FL18,2020-20,2021-13,46
FL180,2018-45,2018-49,5
FL180,2019-25,2019-28,4
FL180,2019-44,2019-48,5
FL180,2020-5,2020-9,5
FL180,2020-41,2020-45,5
FL180,2020-47,2020-50,4
FL181,2018-8,2018-30,23
FL181,2018-32,2018-35,4
FL181,2018-37,2018-40,4
FL181,2018-42,2018-46,5
FL181,2019-10,2019-14,5
FL181,2019-21,2019-28,8
FL181,2019-38,2019-48,11
FL181,2019-50,2020-4,7
FL181,2020-6,2020-30,25
FL181,2020-36,2020-40,5
FL181,2020-43,2021-13,23
FL182,2018-5,2018-23,19
FL182,2018-29,2018-42,14
FL182,2018-45,2018-48,4
FL182,2018-50,2019-8,11
FL182,2020-1,2020-16,16
FL182,2020-18,2020-21,4
FL182,2020-23,2020-52,30
FL182,2021-2,2021-13,12
FL183,2018-1,2019-6,58
FL183,2019-14,2019-36,23
FL183,2019-48,2020-29,34
FL183,2020-31,2020-34,4
FL183,2020-36,2020-40,5
FL183,2020-43,2021-13,23
FL184,2018-3,2018-6,4
FL184,2018-9,2018-12,4
FL184,2018-19,2018-22,4
FL184,2018-52,2019-7,8
FL184,2019-47,2019-50,4
FL184,2020-4,2020-8,5
FL184,2020-19,2020-23,5
FL184,2020-25,2020-40,16
FL184,2020-45,2020-49,5
FL184,2020-51,2021-13,15
FL185,2018-25,2018-28,4
FL19,2018-1,2021-13,169
FL190,2018-3,2018-12,10
FL190,2018-14,2019-5,44
FL190,2019-9,2019-29,21
FL190,2019-31,2019-41,11
FL190,2019-43,2021-13,75
FL195,2018-1,2018-28,28
FL195,2018-30,2018-33,4
FL195,2019-1,2019-5,5
FL195,2019-30,2019-33,4
FL195,2019-48,2020-31,36
FL195,2020-33,2020-36,4
FL195,2020-49,2021-5,9
FL195,2021-7,2021-13,7
FL196,2018-1,2018-12,12
FL196,2018-14,2018-19,6
FL196,2018-22,2018-27,6
FL196,2018-50,2019-1,4
FL196,2019-20,2019-32,13
FL196,2019-42,2019-45,4
FL196,2019-52,2020-4,5
FL196,2020-6,2020-18,13
FL196,2020-20,2020-29,10
FL196,2020-31,2020-41,11
FL196,2020-49,2021-5,9
FL197,2018-3,2018-20,18
FL197,2018-22,2018-27,6
FL197,2018-31,2018-39,9
FL197,2018-41,2019-1,13
FL197,2019-4,2019-23,20
FL197,2019-25,2019-32,8
FL197,2019-37,2019-45,9
FL197,2019-47,2020-19,25
FL197,2020-21,2020-29,9
FL197,2020-31,2021-13,35
FL198,2018-27,2018-30,4
FL198,2018-37,2018-40,4
FL198,2019-14,2019-17,4
FL198,2019-24,2019-29,6
FL198,2019-42,2019-48,7
FL198,2019-52,2020-11,12
FL198,2020-16,2020-26,11
FL198,2020-29,2020-37,9
FL198,2020-43,2021-7,17
FL198,2021-9,2021-13,5
FL199,2018-8,2018-27,20
FL199,2018-36,2018-39,4
FL199,2018-41,2018-47,7
FL199,2018-50,2019-2,5
FL199,2019-4,2019-8,5
FL199,2019-19,2019-22,4
FL199,2019-31,2019-35,5
FL199,2019-37,2021-13,81
FL2,2018-1,2018-6,6
FL2,2018-10,2018-36,27
FL2,2018-38,2019-5,20
FL2,2019-7,2020-18,64
FL2,2020-20,2021-13,46
FL20,2018-1,2018-29,29
FL20,2018-35,2018-42,8
FL20,2019-20,2019-28,9
FL20,2019-33,2019-37,5
FL20,2019-39,2019-42,4
FL20,2020-8,2020-11,4
FL20,2020-13,2021-13,53
FL200,2018-1,2019-34,86
FL200,2019-36,2021-13,82
FL201,2018-1,2018-51,51
FL201,2019-1,2019-10,10
FL201,2019-12,2019-16,5
FL201,2019-18,2019-24,7
FL201,2019-26,2019-32,7
FL201,2019-37,2019-45,9
FL201,2019-47,2019-50,4
FL201,2019-52,2021-13,66
FL203,2018-1,2018-31,31
FL203,2018-41,2019-4,16
FL203,2019-15,2019-27,13
FL203,2019-30,2019-33,4
FL203,2019-36,2019-39,4
FL203,2019-51,2020-9,11
FL203,2020-15,2020-18,4
FL203,2020-20,2020-29,10
FL203,2020-31,2020-35,5
FL203,2021-2,2021-13,12
FL204,2018-4,2018-8,5
FL204,2018-26,2018-30,5
FL204,2018-32,2018-36,5
FL204,2018-38,2018-44,7
FL204,2019-9,2019-12,4
FL204,2019-26,2019-29,4
FL204,2019-42,2020-28,39
FL204,2020-30,2020-35,6
FL204,2020-37,2021-1,17
FL204,2021-3,2021-13,11
FL205,2018-4,2018-7,4
FL205,2018-24,2018-27,4
FL205,2018-32,2018-36,5
FL205,2019-19,2019-22,4
FL205,2019-45,2020-3,11
FL205,2020-5,2020-11,7
FL205,2020-13,2020-25,13
FL205,2020-27,2020-31,5
FL205,2020-35,2020-49,15
FL205,2020-51,2021-12,14
FL206,2018-1,2018-6,6
FL206,2018-8,2018-11,4
FL206,2018-13,2018-21,9
FL206,2018-23,2018-33,11
FL206,2018-35,2019-4,22
FL206,2019-13,2019-24,12
FL206,2019-39,2020-1,15
FL206,2020-5,2020-8,4
FL206,2020-10,2020-15,6
FL206,2020-17,2021-13,49
FL207,2018-1,2018-9,9
FL207,2018-14,2018-20,7
FL207,2018-22,2019-2,33
FL207,2019-4,2019-16,13
FL207,2019-20,2019-27,8
FL207,2019-41,2019-48,8
FL207,2020-21,2021-13,45
FL208,2018-1,2018-39,39
FL208,2018-41,2018-44,4
FL208,2018-46,2019-6,13
FL208,2019-8,2019-16,9
FL208,2019-22,2019-34,13
FL208,2020-1,2020-5,5
FL208,2020-7,2020-11,5
FL208,2020-28,2020-35,8
FL208,2020-37,2020-45,9
FL208,2020-47,2021-1,7
FL209,2018-1,2018-30,30
FL209,2018-40,2019-2,15
FL209,2019-6,2019-10,5
FL209,2019-18,2019-25,8
FL209,2019-27,2019-41,15
FL209,2019-44,2019-49,6
FL209,2019-51,2021-13,67
FL21,2018-1,2018-7,7
FL21,2018-15,2018-32,18
FL21,2018-34,2019-2,21
FL21,2019-17,2019-22,6
FL21,2020-14,2020-18,5
FL21,2020-24,2020-46,23
FL21,2020-48,2021-13,18
FL210,2018-1,2019-6,58
FL210,2019-8,2019-13,6
FL210,2019-15,2019-35,21
FL210,2019-41,2019-48,8
FL210,2019-50,2021-13,68
FL211,2018-1,2019-11,63
FL211,2019-15,2019-31,17
FL211,2019-33,2020-18,38
FL211,2020-20,2021-8,41
FL211,2021-10,2021-13,4
FL212,2018-1,2019-11,63
FL212,2019-22,2019-31,10
FL212,2019-33,2019-36,4
FL212,2019-42,2020-18,29
FL212,2020-20,2021-13,46
FL213,2018-7,2018-10,4
FL213,2018-12,2018-16,5
FL213,2018-18,2018-23,6
FL213,2018-28,2018-31,4
FL213,2018-37,2018-48,12
FL213,2018-50,2019-6,9
FL213,2019-8,2019-33,26
FL213,2019-39,2019-42,4
FL213,2019-44,2019-48,5
FL213,2019-50,2020-2,5
FL213,2020-5,2020-11,7
FL213,2020-13,2020-33,21
FL213,2020-35,2021-13,31
FL214,2018-18,2018-26,9
FL214,2018-32,2018-37,6
FL214,2018-41,2019-2,14
FL214,2019-6,2019-11,6
FL214,2019-13,2019-21,9
FL214,2019-23,2019-44,22
FL214,2020-7,2021-1,47
FL214,2021-3,2021-13,11
FL215,2018-35,2018-43,9
FL215,2018-47,2019-1,7
FL215,2019-3,2019-11,9
FL215,2019-13,2019-16,4
FL215,2020-11,2020-23,13
FL215,2020-25,2020-35,11
FL215,2020-37,2020-51,15
FL215,2021-6,2021-13,8
FL216,2018-1,2019-9,61
FL216,2019-15,2019-25,11
FL216,2019-27,2019-32,6
FL216,2019-34,2019-39,6
FL216,2019-41,2020-2,14
FL216,2020-4,2020-9,6
FL216,2020-11,2021-13,55
FL217,2018-1,2019-4,56
FL217,2019-6,2019-39,34
FL217,2019-41,2020-14,26
FL217,2020-16,2021-13,50
FL218,2018-1,2018-37,37
FL218,2018-41,2018-46,6
FL218,2018-48,2019-8,13
FL218,2019-19,2019-30,12
FL218,2019-37,2020-12,28
FL218,2020-15,2021-13,51
FL219,2018-1,2018-9,9
FL219,2018-11,2018-31,21
FL219,2018-45,2019-1,9
FL219,2019-7,2019-13,7
FL219,2019-20,2019-26,7
FL219,2019-44,2020-1,10
FL219,2020-3,2020-9,7
FL219,2020-16,2020-40,25
FL219,2020-42,2021-13,24
FL22,2018-1,2018-7,7
FL22,2018-11,2018-15,5
FL22,2018-18,2018-28,11
FL22,2018-36,2018-41,6
FL22,2019-21,2019-30,10
FL22,2019-48,2020-28,33
FL22,2020-30,2021-13,36
